EpsgNumber|CrsName|AreaName
4127|Tete|Mozambique - onshore
4128|Madzansua|Mozambique - west - Tete province
4129|Observatario|Mozambique - south
4130|Moznet|Mozambique
4131|Indian 1960|Asia - Cambodia and Vietnam - onshore &amp; Cuu Long basin
4132|FD58|Iran - FD58
4133|EST92|Estonia - onshore
4134|PSD93|Oman - onshore
4135|Old Hawaiian|USA - Hawaii - onshore
4136|St. Lawrence Island|USA - Alaska - St. Lawrence Island
4137|St. Paul Island|USA - Alaska - St. Paul Island
4138|St. George Island|USA - Alaska - St. George Island
4139|Puerto Rico|Caribbean - Puerto Rico and Virgin Islands - onshore
4140|NAD83(CSRS98)|Canada - CSRS98
4141|Israel 1993|Asia - Middle East - Israel and Palestine Territory onshore
4142|Locodjo 1965|Cote d&#39;Ivoire (Ivory Coast)
4143|Abidjan 1987|Cote d&#39;Ivoire (Ivory Coast)
4144|Kalianpur 1937|Asia - Bangladesh; India; Myanmar; Pakistan - onshore
4145|Kalianpur 1962|Pakistan
4146|Kalianpur 1975|India - mainland
4147|Hanoi 1972|Vietnam - onshore
4148|Hartebeesthoek94|South Africa
4149|CH1903|Europe - Liechtenstein and Switzerland
4150|CH1903+|Europe - Liechtenstein and Switzerland
4151|CHTRF95|Europe - Liechtenstein and Switzerland
4152|NAD83(HARN)|USA - HARN
4153|Rassadiran|Iran - Taheri refinery
4154|ED50(ED77)|Iran
4155|Dabola 1981|Guinea - onshore
4156|S-JTSK|Europe - Czechoslovakia
4157|Mount Dillon|Trinidad and Tobago - Tobago - onshore
4158|Naparima 1955|Trinidad and Tobago - Trinidad - onshore
4159|ELD79|Libya
4160|Chos Malal 1914|Argentina - Neuquen province
4161|Pampa del Castillo|Argentina - Comodoro Rivadavia
4162|Korean 1985|Korea, Republic of (South Korea) - onshore
4163|Yemen NGN96|Yemen
4164|South Yemen|Yemen - South Yemen - mainland
4165|Bissau|Guinea-Bissau - onshore
4166|Korean 1995|Korea, Republic of (South Korea) - onshore
4167|NZGD2000|New Zealand
4168|Accra|Ghana
4169|American Samoa 1962|American Samoa - 2 main island groups
4170|SIRGAS 1995|South America - SIRGAS 1995 by country
4171|RGF93|France
4172|POSGAR|Argentina
4173|IRENET95|Europe - Ireland (Republic and Ulster) - onshore
4174|Sierra Leone 1924|Sierra Leone - Freetown Peninsula
4175|Sierra Leone 1968|Sierra Leone - onshore
4176|Australian Antarctic|Antarctica - Australian sector
4178|Pulkovo 1942(83)|Europe - onshore - eastern - S-42(83)
4179|Pulkovo 1942(58)|Europe - onshore - eastern - S-42(58)
4180|EST97|Estonia
4181|Luxembourg 1930|Luxembourg
4182|Azores Occidental 1939|Portugal - Azores W - onshore
4183|Azores Central 1948|Portugal - Azores C - onshore
4184|Azores Oriental 1940|Portugal - Azores E - onshore
4185|Madeira 1936|Portugal - Madeira archipelago onshore
4188|OSNI 1952|UK - Northern Ireland - onshore
4189|REGVEN|Venezuela
4190|POSGAR 98|Argentina
4191|Albanian 1987|Albania - onshore
4192|Douala 1948|Cameroon - coastal area
4193|Manoca 1962|Cameroon - coastal area
4194|Qornoq 1927|Greenland - west coast
4195|Scoresbysund 1952|Greenland - Scoresbysund area
4196|Ammassalik 1958|Greenland - Ammassalik area
4197|Garoua|Cameroon - Garoua area
4198|Kousseri|Cameroon - N&#39;Djamena area
4199|Egypt 1930|Egypt - onshore
4200|Pulkovo 1995|Russia
4201|Adindan|Africa - Eritrea, Ethiopia, South Sudan and Sudan
4202|AGD66|Australasia - Australia and PNG - AGD66
4203|AGD84|Australia - AGD84
4204|Ain el Abd|Asia - Middle East - Bahrain, Kuwait and Saudi Arabia
4205|Afgooye|Somalia - onshore
4206|Agadez|Niger
4207|Lisbon|Portugal - mainland - onshore
4208|Aratu|Brazil - Aratu
4209|Arc 1950|Africa - Botswana, Malawi, Zambia, Zimbabwe
4210|Arc 1960|Africa - Burundi, Kenya, Rwanda, Tanzania and Uganda
4211|Batavia|Indonesia - Java and Java Sea
4212|Barbados 1938|Barbados - onshore
4213|Beduaram|Niger - southeast
4214|Beijing 1954|China
4215|Belge 1950|Belgium - onshore
4216|Bermuda 1957|Bermuda - onshore
4217|NAD83 / BLM 59N (ftUS)|USA - west of 174°E - AK, OCS
4218|Bogota 1975|Colombia - mainland and offshore Caribbean
4219|Bukit Rimpah|Indonesia - Banga &amp; Belitung Islands
4220|Camacupa|Angola - Angola proper
4221|Campo Inchauspe|Argentina - mainland onshore and offshore TdF
4222|Cape|Africa - Botswana, Lesotho, South Africa and Swaziland
4223|Carthage|Tunisia
4224|Chua|South America - Brazil - south of 18°S and west of 54°W + DF; N Paraguay
4225|Corrego Alegre 1970-72|Brazil - Corrego Alegre 1970-1972
4226|Cote d&#39;Ivoire|Cote d&#39;Ivoire (Ivory Coast)
4227|Deir ez Zor|Asia - Middle East - Lebanon and Syria onshore
4228|Douala|Cameroon
4229|Egypt 1907|Egypt
4230|ED50|Europe - ED50 by country
4231|ED87|Europe - west
4232|Fahud|Oman - mainland
4233|Gandajika 1970|Maldives
4234|Garoua|Cameroon
4235|Guyane Francaise|French Guiana
4236|Hu Tzu Shan 1950|Taiwan - onshore
4237|HD72|Hungary
4238|ID74|Indonesia - onshore
4239|Indian 1954|Asia - Myanmar and Thailand onshore
4240|Indian 1975|Thailand - onshore and Gulf of Thailand
4241|Jamaica 1875|Jamaica - onshore
4242|JAD69|Jamaica - onshore
4243|Kalianpur 1880|Asia - Bangladesh; India; Myanmar; Pakistan - onshore
4244|Kandawala|Sri Lanka - onshore
4245|Kertau 1968|Asia - Malaysia (west including SCS) and Singapore
4246|KOC|Kuwait - onshore
4247|La Canoa|Venezuela - onshore
4248|PSAD56|South America - PSAD56 by country
4249|Lake|Venezuela - Lake Maracaibo
4250|Leigon|Ghana
4251|Liberia 1964|Liberia - onshore
4252|Lome|Togo
4253|Luzon 1911|Philippines - onshore
4254|Hito XVIII 1963|South America - Tierra del Fuego
4255|Herat North|Afghanistan
4256|Mahe 1971|Seychelles - Mahe Island
4257|Makassar|Indonesia - Sulawesi SW
4258|ETRS89|Europe - ETRS89
4259|Malongo 1987|Africa - Angola (Cabinda) and DR Congo (Zaire) - offshore
4260|Manoca|Cameroon
4261|Merchich|Morocco - onshore
4262|Massawa|Eritrea
4263|Minna|Nigeria
4264|Mhast|Angola - Cabinda
4265|Monte Mario|Italy - including San Marino and Vatican
4266|M&#39;poraloko|Gabon
4267|NAD27|North America - NAD27
4268|NAD27 Michigan|USA - Michigan
4269|NAD83|North America - NAD83
4270|Nahrwan 1967|Asia - Middle East - Qatar offshore and UAE
4271|Naparima 1972|Trinidad and Tobago - Tobago - onshore
4272|NZGD49|New Zealand - onshore and nearshore
4273|NGO 1948|Norway - onshore
4274|Datum 73|Portugal - mainland - onshore
4275|NTF|France - onshore - mainland and Corsica
4276|NSWC 9Z-2|World
4277|OSGB 1936|UK - Britain and UKCS 49°46&#39;N to 61°01&#39;N, 7°33&#39;W to 3°33&#39;E
4278|OSGB70|UK - Great Britain; Isle of Man
4279|OS(SN)80|Europe - British Isles - UK and Ireland onshore
4280|Padang|Indonesia - Sumatra
4281|Palestine 1923|Asia - Middle East - Israel, Jordan and Palestine onshore
4282|Pointe Noire|Congo
4283|GDA94|Australia - GDA
4284|Pulkovo 1942|Europe - FSU onshore
4285|Qatar 1974|Qatar
4286|Qatar 1948|Qatar - onshore
4287|Qornoq|Greenland
4288|Loma Quintana|Venezuela - north of 7°45&#39;N
4289|Amersfoort|Netherlands - onshore
4291|SAD69|South America - SAD69 by country
4292|Sapper Hill 1943|Falkland Islands - onshore
4293|Schwarzeck|Namibia
4294|Segora|Indonesia - Kalimantan SE
4295|Serindung|Indonesia - Kalimantan W - coastal
4296|Sudan|Sudan - south
4297|Tananarive|Madagascar - onshore and nearshore
4298|Timbalai 1948|Asia - Brunei and East Malaysia
4299|TM65|Europe - Ireland (Republic and Ulster) - onshore
4300|TM75|Europe - Ireland (Republic and Ulster) - onshore
4301|Tokyo|Asia - Japan and Korea
4302|Trinidad 1903|Trinidad and Tobago - Trinidad
4303|TC(1948)|UAE - Abu Dhabi and Dubai - onshore
4304|Voirol 1875|Algeria - north of 32°N
4306|Bern 1938|Europe - Liechtenstein and Switzerland
4307|Nord Sahara 1959|Algeria
4308|RT38|Sweden - onshore
4309|Yacare|Uruguay - onshore
4310|Yoff|Senegal
4311|Zanderij|Suriname
4312|MGI|Austria
4313|Belge 1972|Belgium - onshore
4314|DHDN|Germany - West Germany all states
4315|Conakry 1905|Guinea - onshore
4316|Dealul Piscului 1930|Romania - onshore
4317|Dealul Piscului 1970|Romania
4318|NGN|Kuwait - onshore
4319|KUDAMS|Kuwait - Kuwait City
4322|WGS 72|World
4324|WGS 72BE|World
4326|WGS 84|World
4327|WGS 84 (geographic 3D)|World
4328|WGS 84 (geocentric)|World
4329|WGS 84 (3D)|World (by country)
4330|ITRF88 (geocentric)|World
4331|ITRF89 (geocentric)|World
4332|ITRF90 (geocentric)|World
4333|ITRF91 (geocentric)|World
4334|ITRF92 (geocentric)|World
4335|ITRF93 (geocentric)|World
4336|ITRF94 (geocentric)|World
4337|ITRF96 (geocentric)|World
4338|ITRF97 (geocentric)|World
4339|Australian Antarctic (3D)|Antarctica - Australian sector
4340|Australian Antarctic (geocentric)|Antarctica - Australian sector
4341|EST97 (3D)|Estonia
4342|EST97 (geocentric)|Estonia
4343|CHTRF95 (3D)|Europe - Liechtenstein and Switzerland
4344|CHTRF95 (geocentric)|Europe - Liechtenstein and Switzerland
4345|ETRS89 (3D)|Europe - ETRS89
4346|ETRS89 (geocentric)|Europe - ETRS89
4347|GDA94 (3D)|Australia - onshore and EEZ
4348|GDA94 (geocentric)|Australia - onshore and EEZ
4349|Hartebeesthoek94 (3D)|South Africa
4350|Hartebeesthoek94 (geocentric)|South Africa
4351|IRENET95 (3D)|Europe - Ireland (Republic and Ulster) - onshore
4352|IRENET95 (geocentric)|Europe - Ireland (Republic and Ulster) - onshore
4353|JGD2000 (3D)|Japan
4354|JGD2000 (geocentric)|Japan
4355|LKS94 (ETRS89) (3D)|Lithuania
4356|LKS94 (ETRS89) (geocentric)|Lithuania
4357|Moznet (3D)|Mozambique
4358|Moznet (geocentric)|Mozambique
4359|NAD83(CSRS) (3D)|Canada - south of 60°N
4360|NAD83(CSRS) (geocentric)|Canada - south of 60°N
4361|NAD83(HARN) (3D)|USA - HARN
4362|NAD83(HARN) (geocentric)|USA - HARN
4363|NZGD2000 (3D)|New Zealand
4364|NZGD2000 (geocentric)|New Zealand
4365|POSGAR 98 (3D)|Argentina
4366|POSGAR 98 (geocentric)|Argentina
4367|REGVEN (3D)|Venezuela
4368|REGVEN (geocentric)|Venezuela
4369|RGF93 (3D)|France
4370|RGF93 (geocentric)|France
4371|RGFG95 (3D)|French Guiana
4372|RGFG95 (geocentric)|French Guiana
4373|RGR92 (3D)|Reunion
4374|RGR92 (geocentric)|Reunion
4375|SIRGAS (3D)|South America by country
4376|SIRGAS (geocentric)|South America by country
4377|SWEREF99 (3D)|Sweden
4378|SWEREF99 (geocentric)|Sweden
4379|Yemen NGN96 (3D)|Yemen
4380|Yemen NGN96 (geocentric)|Yemen
4381|RGNC 1991 (3D)|New Caledonia
4382|RGNC 1991 (geocentric)|New Caledonia
4383|RRAF 1991 (3D)|Caribbean - French Antilles
4384|RRAF 1991 (geocentric)|Caribbean - French Antilles
4385|ITRF2000 (geocentric)|World (by country)
4386|ISN93 (3D)|Iceland
4387|ISN93 (geocentric)|Iceland
4388|LKS92 (3D)|Latvia
4389|LKS92 (geocentric)|Latvia
4390|Kertau 1968 / Johor Grid|Malaysia - West Malaysia - Johor
4391|Kertau 1968 / Sembilan and Melaka Grid|Malaysia - West Malaysia - Sembilan and Melaka
4392|Kertau 1968 / Pahang Grid|Malaysia - West Malaysia - Pahang
4393|Kertau 1968 / Selangor Grid|Malaysia - West Malaysia - Selangor
4394|Kertau 1968 / Terengganu Grid|Malaysia - West Malaysia - Terengganu
4395|Kertau 1968 / Pinang Grid|Malaysia - West Malaysia - Pulau Pinang
4396|Kertau 1968 / Kedah and Perlis Grid|Malaysia - West Malaysia - Kedah and Perlis
4397|Kertau 1968 / Perak Revised Grid|Malaysia - West Malaysia - Perak
4398|Kertau 1968 / Kelantan Grid|Malaysia - West Malaysia - Kelantan
4399|NAD27 / BLM 59N (ftUS)|USA - west of 174°E - AK, OCS
4400|NAD27 / BLM 60N (ftUS)|USA - 174°E to 180°E - AK, OCS
4401|NAD27 / BLM 1N (ftUS)|USA - 180°W to 174°W - AK, OCS
4402|NAD27 / BLM 2N (ftUS)|USA - 174°W to 168°W - AK, OCS
4403|NAD27 / BLM 3N (ftUS)|USA - 168°W to 162°W - AK, OCS
4404|NAD27 / BLM 4N (ftUS)|USA - 162°W to 156°W - AK, OCS
4405|NAD27 / BLM 5N (ftUS)|USA - 156°W to 150°W - AK, OCS
4406|NAD27 / BLM 6N (ftUS)|USA - 150°W to 144°W - AK, OCS
4407|NAD27 / BLM 7N (ftUS)|USA - 144°W to 138°W
4408|NAD27 / BLM 8N (ftUS)|USA - 138°W to 132°W
4409|NAD27 / BLM 9N (ftUS)|USA - 132°W to 126°W
4410|NAD27 / BLM 10N (ftUS)|USA - 126°W to 120°W
4411|NAD27 / BLM 11N (ftUS)|USA - 120°W to 114°W
4412|NAD27 / BLM 12N (ftUS)|USA - 114°W to 108°W
4413|NAD27 / BLM 13N (ftUS)|USA - 108°W to 102°W
4414|NAD83(HARN) / Guam Map Grid|Guam - onshore
4415|Katanga 1955 / Katanga Lambert|Congo DR (Zaire) - Katanga
4417|Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 7|Europe - 19.5°E to 22.5°E onshore and S-42(83) by country
4418|NAD27 / BLM 18N (ftUS)|USA - 78°W to 72°W
4419|NAD27 / BLM 19N (ftUS)|USA - 72°W to 66°W
4420|NAD83 / BLM 60N (ftUS)|USA - 174°E to 180°E - AK, OCS
4421|NAD83 / BLM 1N (ftUS)|USA - 180°W to 174°W - AK, OCS
4422|NAD83 / BLM 2N (ftUS)|USA - 174°W to 168°W - AK, OCS
4423|NAD83 / BLM 3N (ftUS)|USA - 168°W to 162°W - AK, OCS
4424|NAD83 / BLM 4N (ftUS)|USA - 162°W to 156°W - AK, OCS
4425|NAD83 / BLM 5N (ftUS)|USA - 156°W to 150°W - AK, OCS
4426|NAD83 / BLM 6N (ftUS)|USA - 150°W to 144°W - AK, OCS
4427|NAD83 / BLM 7N (ftUS)|USA - 144°W to 138°W
4428|NAD83 / BLM 8N (ftUS)|USA - 138°W to 132°W
4429|NAD83 / BLM 9N (ftUS)|USA - 132°W to 126°W
4430|NAD83 / BLM 10N (ftUS)|USA - 126°W to 120°W
4431|NAD83 / BLM 11N (ftUS)|USA - 120°W to 114°W
4432|NAD83 / BLM 12N (ftUS)|USA - 114°W to 108°W
4433|NAD83 / BLM 13N (ftUS)|USA - 108°W to 102°W
4434|Pulkovo 1942(83) / 3-degree Gauss-Kruger zone 8|Europe - 22.5°E to 25.5°E onshore and S-42(83) by country
4437|NAD83(NSRS2007) / Puerto Rico and Virgin Is.|Caribbean - Puerto Rico and US Virgin Islands - onshore
4438|NAD83 / BLM 18N (ftUS)|USA - 78°W to 72°W
4439|NAD83 / BLM 19N (ftUS)|USA - 72°W to 66°W
4440|NZVD2009 height|New Zealand
4455|NAD27 / Pennsylvania South|USA - Pennsylvania - SPCS - S
4456|NAD27 / New York Long Island|USA - New York - SPCS - Long Island
4457|NAD83 / South Dakota North (ftUS)|USA - South Dakota - SPCS - N
4458|Dunedin-Bluff 1960 height|New Zealand - South Island - Dunedin-Bluff vcrs
4462|WGS 84 / Australian Centre for Remote Sensing Lambert|Australia - onshore
4463|RGSPM06|St Pierre and Miquelon
4465|RGSPM06|St Pierre and Miquelon
4466|RGSPM06|St Pierre and Miquelon
4467|RGSPM06 / UTM zone 21N|St Pierre and Miquelon
4468|RGM04|Mayotte
4469|RGM04|Mayotte
4470|RGM04|Mayotte
4471|RGM04 / UTM zone 38S|Mayotte
4472|Cadastre 1997|Mayotte - onshore
4473|Cadastre 1997|Mayotte - onshore
4474|Cadastre 1997 / UTM zone 38S|Mayotte - onshore
4475|Cadastre 1997|Mayotte - onshore
4479|China Geodetic Coordinate System 2000|China
4480|China Geodetic Coordinate System 2000|China
4481|Mexico ITRF92|Mexico
4482|Mexico ITRF92|Mexico
4483|Mexico ITRF92|Mexico
4484|Mexico ITRF92 / UTM zone 11N|Mexico - west of 114°W
4485|Mexico ITRF92 / UTM zone 12N|Mexico - 114°W to 108°W
4486|Mexico ITRF92 / UTM zone 13N|Mexico - 108°W to 102°W
4487|Mexico ITRF92 / UTM zone 14N|Mexico - 102°W to 96°W
4488|Mexico ITRF92 / UTM zone 15N|Mexico - 96°W to 90°W
4489|Mexico ITRF92 / UTM zone 16N|Mexico - east of 90°W
4490|China Geodetic Coordinate System 2000|China
4491|CGCS2000 / Gauss-Kruger zone 13|China - west of 78°E
4492|CGCS2000 / Gauss-Kruger zone 14|China - 78°E to 84°E
4493|CGCS2000 / Gauss-Kruger zone 15|China - 84°E to 90°E
4494|CGCS2000 / Gauss-Kruger zone 16|China - 90°E to 96°E
4495|CGCS2000 / Gauss-Kruger zone 17|China - 96°E to 102°E
4496|CGCS2000 / Gauss-Kruger zone 18|China - 102°E to 108°E
4497|CGCS2000 / Gauss-Kruger zone 19|China - 108°E to 114°E
4498|CGCS2000 / Gauss-Kruger zone 20|China - 114°E to 120°E
4499|CGCS2000 / Gauss-Kruger zone 21|China - 120°E to 126°E
4500|CGCS2000 / Gauss-Kruger zone 22|China - 126°E to 132°E
4501|CGCS2000 / Gauss-Kruger zone 23|China - east of 132°E
4502|CGCS2000 / Gauss-Kruger CM 75E|China - west of 78°E
4503|CGCS2000 / Gauss-Kruger CM 81E|China - 78°E to 84°E
4504|CGCS2000 / Gauss-Kruger CM 87E|China - 84°E to 90°E
4505|CGCS2000 / Gauss-Kruger CM 93E|China - 90°E to 96°E
4506|CGCS2000 / Gauss-Kruger CM 99E|China - 96°E to 102°E
4507|CGCS2000 / Gauss-Kruger CM 105E|China - 102°E to 108°E
4508|CGCS2000 / Gauss-Kruger CM 111E|China - 108°E to 114°E
4509|CGCS2000 / Gauss-Kruger CM 117E|China - 114°E to 120°E
4510|CGCS2000 / Gauss-Kruger CM 123E|China - 120°E to 126°E
4511|CGCS2000 / Gauss-Kruger CM 129E|China - 126°E to 132°E
4512|CGCS2000 / Gauss-Kruger CM 135E|China - east of 132°E
4513|CGCS2000 / 3-degree Gauss-Kruger zone 25|China - west of 76.5°E
4514|CGCS2000 / 3-degree Gauss-Kruger zone 26|China - 76.5°E to 79.5°E
4515|CGCS2000 / 3-degree Gauss-Kruger zone 27|China - 79.5°E to 82.5°E
4516|CGCS2000 / 3-degree Gauss-Kruger zone 28|China - 82.5°E to 85.5°E
4517|CGCS2000 / 3-degree Gauss-Kruger zone 29|China - 85.5°E to 88.5°E
4518|CGCS2000 / 3-degree Gauss-Kruger zone 30|China - 88.5°E to 91.5°E
4519|CGCS2000 / 3-degree Gauss-Kruger zone 31|China - 91.5°E to 94.5°E
4520|CGCS2000 / 3-degree Gauss-Kruger zone 32|China - 94.5°E to 97.5°E
4521|CGCS2000 / 3-degree Gauss-Kruger zone 33|China - 97.5°E to 100.5°E
4522|CGCS2000 / 3-degree Gauss-Kruger zone 34|China - 100.5°E to 103.5°E
4523|CGCS2000 / 3-degree Gauss-Kruger zone 35|China - 103.5°E to 106.5°E
4524|CGCS2000 / 3-degree Gauss-Kruger zone 36|China - 106.5°E to 109.5°E onshore
4525|CGCS2000 / 3-degree Gauss-Kruger zone 37|China - 109.5°E to 112.5°E onshore
4526|CGCS2000 / 3-degree Gauss-Kruger zone 38|China - 112.5°E to 115.5°E onshore
4527|CGCS2000 / 3-degree Gauss-Kruger zone 39|China - 115.5°E to 118.5°E onshore
4528|CGCS2000 / 3-degree Gauss-Kruger zone 40|China - 118.5°E to 121.5°E onshore
4529|CGCS2000 / 3-degree Gauss-Kruger zone 41|China - 121.5°E to 124.5°E onshore
4530|CGCS2000 / 3-degree Gauss-Kruger zone 42|China - 124.5°E to 127.5°E onshore
4531|CGCS2000 / 3-degree Gauss-Kruger zone 43|China - 127.5°E to 130.5°E
4532|CGCS2000 / 3-degree Gauss-Kruger zone 44|China - 130.5°E to 133.5°E
4533|CGCS2000 / 3-degree Gauss-Kruger zone 45|China - east of 133.5°E
4534|CGCS2000 / 3-degree Gauss-Kruger CM 75E|China - west of 76.5°E
4535|CGCS2000 / 3-degree Gauss-Kruger CM 78E|China - 76.5°E to 79.5°E
4536|CGCS2000 / 3-degree Gauss-Kruger CM 81E|China - 79.5°E to 82.5°E
4537|CGCS2000 / 3-degree Gauss-Kruger CM 84E|China - 82.5°E to 85.5°E
4538|CGCS2000 / 3-degree Gauss-Kruger CM 87E|China - 85.5°E to 88.5°E
4539|CGCS2000 / 3-degree Gauss-Kruger CM 90E|China - 88.5°E to 91.5°E
4540|CGCS2000 / 3-degree Gauss-Kruger CM 93E|China - 91.5°E to 94.5°E
4541|CGCS2000 / 3-degree Gauss-Kruger CM 96E|China - 94.5°E to 97.5°E
4542|CGCS2000 / 3-degree Gauss-Kruger CM 99E|China - 97.5°E to 100.5°E
4543|CGCS2000 / 3-degree Gauss-Kruger CM 102E|China - 100.5°E to 103.5°E
4544|CGCS2000 / 3-degree Gauss-Kruger CM 105E|China - 103.5°E to 106.5°E
4545|CGCS2000 / 3-degree Gauss-Kruger CM 108E|China - 106.5°E to 109.5°E onshore
4546|CGCS2000 / 3-degree Gauss-Kruger CM 111E|China - 109.5°E to 112.5°E onshore
4547|CGCS2000 / 3-degree Gauss-Kruger CM 114E|China - 112.5°E to 115.5°E onshore
4548|CGCS2000 / 3-degree Gauss-Kruger CM 117E|China - 115.5°E to 118.5°E onshore
4549|CGCS2000 / 3-degree Gauss-Kruger CM 120E|China - 118.5°E to 121.5°E onshore
4550|CGCS2000 / 3-degree Gauss-Kruger CM 123E|China - 121.5°E to 124.5°E onshore
4551|CGCS2000 / 3-degree Gauss-Kruger CM 126E|China - 124.5°E to 127.5°E onshore
4552|CGCS2000 / 3-degree Gauss-Kruger CM 129E|China - 127.5°E to 130.5°E
4553|CGCS2000 / 3-degree Gauss-Kruger CM 132E|China - 130.5°E to 133.5°E
4554|CGCS2000 / 3-degree Gauss-Kruger CM 135E|China - east of 133.5°E
4555|New Beijing|China - onshore
4556|RRAF 1991|Caribbean - French Antilles
4557|RRAF 1991|Caribbean - French Antilles
4558|RRAF 1991|Caribbean - French Antilles
4559|RRAF 1991 / UTM zone 20N|Caribbean - French Antilles west of 60°W
4568|New Beijing / Gauss-Kruger zone 13|China - west of 78°E
4569|New Beijing / Gauss-Kruger zone 14|China - 78°E to 84°E
4570|New Beijing / Gauss-Kruger zone 15|China - 84°E to 90°E
4571|New Beijing / Gauss-Kruger zone 16|China - 90°E to 96°E
4572|New Beijing / Gauss-Kruger zone 17|China - 96°E to 102°E
4573|New Beijing / Gauss-Kruger zone 18|China - 102°E to 108°E onshore
4574|New Beijing / Gauss-Kruger zone 19|China - 108°E to 114°E onshore
4575|New Beijing / Gauss-Kruger zone 20|China - 114°E to 120°E onshore
4576|New Beijing / Gauss-Kruger zone 21|China - 120°E to 126°E onshore
4577|New Beijing / Gauss-Kruger zone 22|China - 126°E to 132°E onshore
4578|New Beijing / Gauss-Kruger zone 23|China - east of 132°E
4579|New Beijing / Gauss-Kruger CM 75E|China - west of 78°E
4580|New Beijing / Gauss-Kruger CM 81E|China - 78°E to 84°E
4581|New Beijing / Gauss-Kruger CM 87E|China - 84°E to 90°E
4582|New Beijing / Gauss-Kruger CM 93E|China - 90°E to 96°E
4583|New Beijing / Gauss-Kruger CM 99E|China - 96°E to 102°E
4584|New Beijing / Gauss-Kruger CM 105E|China - 102°E to 108°E onshore
4585|New Beijing / Gauss-Kruger CM 111E|China - 108°E to 114°E onshore
4586|New Beijing / Gauss-Kruger CM 117E|China - 114°E to 120°E onshore
4587|New Beijing / Gauss-Kruger CM 123E|China - 120°E to 126°E onshore
4588|New Beijing / Gauss-Kruger CM 129E|China - 126°E to 132°E onshore
4589|New Beijing / Gauss-Kruger CM 135E|China - east of 132°E
4600|Anguilla 1957|Anguilla - onshore
4601|Antigua 1943|Antigua - onshore
4602|Dominica 1945|Dominica - onshore
